                x            Retst            utau*        thetatau*              <r>             <mu>              <u>              {u}              <p>              <T>              {T}             <rr>           {u"u"}           {v"v"}           {w"w"}           {u"w"}             <pp>           {T"T"}              pw"
   0.18783369E+01   0.37989424E+03   0.53355248E-01   0.19184449E+00   0.10132806E+01   0.14231287E-03   0.86602166E+00   0.86296258E+00   0.19530292E+00   0.24314021E+01   0.24285640E+01   0.21233213E-02   0.26302282E-02   0.47074136E-02   0.12458709E-01   0.23908917E-02   0.49870356E-04   0.99081561E-02   0.12685153E-03
   0.18807634E+01   0.38033097E+03   0.53328351E-01   0.19174778E+00   0.10143030E+01   0.14222114E-03   0.86353537E+00   0.86037645E+00   0.19532365E+00   0.24293277E+01   0.24263736E+01   0.21857457E-02   0.26074419E-02   0.47084242E-02   0.12640849E-01   0.23916378E-02   0.50079916E-04   0.10192421E-01   0.12753697E-03
   0.18831595E+01   0.38077847E+03   0.53300801E-01   0.19164872E+00   0.10153518E+01   0.14212743E-03   0.86101836E+00   0.85775612E+00   0.19534516E+00   0.24272088E+01   0.24241342E+01   0.22507482E-02   0.25834663E-02   0.47086047E-02   0.12827248E-01   0.23920075E-02   0.50278029E-04   0.10485490E-01   0.12814861E-03
   0.18855255E+01   0.38123808E+03   0.53272459E-01   0.19154681E+00   0.10164325E+01   0.14203160E-03   0.85846788E+00   0.85509880E+00   0.19536825E+00   0.24250430E+01   0.24218432E+01   0.23184075E-02   0.25582950E-02   0.47079060E-02   0.13018037E-01   0.23919954E-02   0.50465494E-04   0.10787671E-01   0.12869715E-03
   0.18878617E+01   0.38170967E+03   0.53243400E-01   0.19144233E+00   0.10175422E+01   0.14193355E-03   0.85588107E+00   0.85240143E+00   0.19539213E+00   0.24228274E+01   0.24194975E+01   0.23889122E-02   0.25319307E-02   0.47062726E-02   0.13213449E-01   0.23916064E-02   0.50640524E-04   0.11099363E-01   0.12916565E-03
   0.18901684E+01   0.38219464E+03   0.53213482E-01   0.19133476E+00   0.10186867E+01   0.14183315E-03   0.85325500E+00   0.84966097E+00   0.19541760E+00   0.24205593E+01   0.24170942E+01   0.24623812E-02   0.25043722E-02   0.47036332E-02   0.13413778E-01   0.23908486E-02   0.50803965E-04   0.11421013E-01   0.12956405E-03
   0.18924458E+01   0.38269285E+03   0.53182782E-01   0.19122437E+00   0.10198632E+01   0.14173027E-03   0.85058679E+00   0.84687425E+00   0.19544385E+00   0.24182360E+01   0.24146302E+01   0.25390544E-02   0.24756272E-02   0.46999194E-02   0.13619381E-01   0.23897347E-02   0.50954036E-04   0.11753150E-01   0.12987337E-03
   0.18946943E+01   0.38320579E+03   0.53151152E-01   0.19111064E+00   0.10210774E+01   0.14162479E-03   0.84787356E+00   0.84403824E+00   0.19547169E+00   0.24158547E+01   0.24121026E+01   0.26190859E-02   0.24456998E-02   0.46950559E-02   0.13830590E-01   0.23882699E-02   0.51091749E-04   0.12096329E-01   0.13010332E-03
   0.18969142E+01   0.38373331E+03   0.53118673E-01   0.19099386E+00   0.10223264E+01   0.14151657E-03   0.84511247E+00   0.84114979E+00   0.19550029E+00   0.24134125E+01   0.24095080E+01   0.27027575E-02   0.24146035E-02   0.46889787E-02   0.14047676E-01   0.23864538E-02   0.51215345E-04   0.12451157E-01   0.13023357E-03
   0.18991058E+01   0.38427694E+03   0.53085194E-01   0.19087348E+00   0.10236163E+01   0.14140549E-03   0.84230065E+00   0.83820592E+00   0.19553048E+00   0.24109065E+01   0.24068433E+01   0.27902364E-02   0.23823464E-02   0.46816186E-02   0.14270764E-01   0.23842699E-02   0.51325890E-04   0.12818188E-01   0.13027475E-03
   0.19012693E+01   0.38483656E+03   0.53050796E-01   0.19074980E+00   0.10249441E+01   0.14129142E-03   0.83943513E+00   0.83520341E+00   0.19556139E+00   0.24083337E+01   0.24041052E+01   0.28818101E-02   0.23489447E-02   0.46729202E-02   0.14499877E-01   0.23816929E-02   0.51421790E-04   0.13197912E-01   0.13020671E-03
   0.19034051E+01   0.38541380E+03   0.53015323E-01   0.19062225E+00   0.10263162E+01   0.14117420E-03   0.83651274E+00   0.83213906E+00   0.19559390E+00   0.24056909E+01   0.24012903E+01   0.29776168E-02   0.23144090E-02   0.46628301E-02   0.14734933E-01   0.23786872E-02   0.51504274E-04   0.13590708E-01   0.13004339E-03
   0.19055135E+01   0.38600863E+03   0.52978855E-01   0.19049113E+00   0.10277296E+01   0.14105368E-03   0.83353007E+00   0.82900927E+00   0.19562709E+00   0.24029746E+01   0.23983948E+01   0.30779394E-02   0.22787557E-02   0.46513170E-02   0.14975846E-01   0.23752169E-02   0.51571693E-04   0.13996954E-01   0.12976692E-03
   0.19075946E+01   0.38662287E+03   0.52941224E-01   0.19035582E+00   0.10291912E+01   0.14092969E-03   0.83048347E+00   0.82581037E+00   0.19566188E+00   0.24001810E+01   0.23954147E+01   0.31829213E-02   0.22419950E-02   0.46383560E-02   0.15222507E-01   0.23712450E-02   0.51625286E-04   0.14417031E-01   0.12939494E-03
   0.19096489E+01   0.38725661E+03   0.52902507E-01   0.19021661E+00   0.10306982E+01   0.14080203E-03   0.82736904E+00   0.82253826E+00   0.19569731E+00   0.23973058E+01   0.23923454E+01   0.32928941E-02   0.22041427E-02   0.46239437E-02   0.15474842E-01   0.23667394E-02   0.51663282E-04   0.14851412E-01   0.12891052E-03
   0.19116767E+01   0.38791187E+03   0.52862522E-01   0.19007284E+00   0.10322580E+01   0.14067051E-03   0.82418268E+00   0.81918882E+00   0.19573433E+00   0.23943446E+01   0.23891823E+01   0.34080412E-02   0.21652106E-02   0.46080741E-02   0.15732736E-01   0.23616665E-02   0.51687005E-04   0.15300571E-01   0.12833375E-03
   0.19136781E+01   0.38858889E+03   0.52821342E-01   0.18992477E+00   0.10338681E+01   0.14053490E-03   0.82092009E+00   0.81575751E+00   0.19577196E+00   0.23912926E+01   0.23859200E+01   0.35287484E-02   0.21252173E-02   0.45907551E-02   0.15996071E-01   0.23559941E-02   0.51694620E-04   0.15765050E-01   0.12764760E-03
   0.19156535E+01   0.38928991E+03   0.52778774E-01   0.18977172E+00   0.10355365E+01   0.14039498E-03   0.81757679E+00   0.81223985E+00   0.19581118E+00   0.23881444E+01   0.23825532E+01   0.36552092E-02   0.20841800E-02   0.45719857E-02   0.16264647E-01   0.23496873E-02   0.51687442E-04   0.16245352E-01   0.12687480E-03
   0.19176031E+01   0.39001527E+03   0.52734890E-01   0.18961393E+00   0.10372607E+01   0.14025048E-03   0.81414811E+00   0.80863096E+00   0.19585095E+00   0.23848946E+01   0.23790759E+01   0.37878344E-02   0.20421240E-02   0.45517690E-02   0.16538234E-01   0.23427108E-02   0.51663529E-04   0.16742028E-01   0.12599812E-03
   0.19195274E+01   0.39076743E+03   0.52689485E-01   0.18945067E+00   0.10390492E+01   0.14010115E-03   0.81062925E+00   0.80492606E+00   0.19589229E+00   0.23815374E+01   0.23754821E+01   0.39268139E-02   0.19990750E-02   0.45300897E-02   0.16816509E-01   0.23350256E-02   0.51624299E-04   0.17255571E-01   0.12504294E-03
   0.19214264E+01   0.39154689E+03   0.52642627E-01   0.18928219E+00   0.10408997E+01   0.13994670E-03   0.80701518E+00   0.80111995E+00   0.19593411E+00   0.23780665E+01   0.23717652E+01   0.40725863E-02   0.19550661E-02   0.45069324E-02   0.17099141E-01   0.23265915E-02   0.51567840E-04   0.17786514E-01   0.12399117E-03
   0.19233006E+01   0.39235635E+03   0.52594101E-01   0.18910770E+00   0.10428214E+01   0.13978684E-03   0.80330071E+00   0.79720750E+00   0.19597745E+00   0.23744753E+01   0.23679183E+01   0.42253508E-02   0.19101320E-02   0.44822687E-02   0.17385719E-01   0.23173668E-02   0.51495727E-04   0.18335337E-01   0.12287024E-03
   0.19251501E+01   0.39319647E+03   0.52543970E-01   0.18892745E+00   0.10448122E+01   0.13962125E-03   0.79948046E+00   0.79318314E+00   0.19602120E+00   0.23707569E+01   0.23639340E+01   0.43855972E-02   0.18643143E-02   0.44560794E-02   0.17675853E-01   0.23073094E-02   0.51406212E-04   0.18902568E-01   0.12165976E-03
   0.19269753E+01   0.39407023E+03   0.52492004E-01   0.18874061E+00   0.10468819E+01   0.13944959E-03   0.79554878E+00   0.78904132E+00   0.19606642E+00   0.23669036E+01   0.23598047E+01   0.45535497E-02   0.18176582E-02   0.44283408E-02   0.17969075E-01   0.22963776E-02   0.51301156E-04   0.19488690E-01   0.12038857E-03
   0.19287764E+01   0.39497855E+03   0.52438263E-01   0.18854737E+00   0.10490288E+01   0.13927148E-03   0.79149979E+00   0.78477598E+00   0.19611193E+00   0.23629076E+01   0.23555219E+01   0.47297708E-02   0.17702139E-02   0.43990394E-02   0.18264923E-01   0.22845295E-02   0.51178977E-04   0.20094226E-01   0.11903312E-03
   0.19305537E+01   0.39592474E+03   0.52382498E-01   0.18834686E+00   0.10512636E+01   0.13908656E-03   0.78732734E+00   0.78038110E+00   0.19615884E+00   0.23587602E+01   0.23510769E+01   0.49145146E-02   0.17220356E-02   0.43681482E-02   0.18562824E-01   0.22717244E-02   0.51041930E-04   0.20719616E-01   0.11762403E-03
   0.19323075E+01   0.39690996E+03   0.52324762E-01   0.18813927E+00   0.10535848E+01   0.13889441E-03   0.78302499E+00   0.77585008E+00   0.19620592E+00   0.23544525E+01   0.23464601E+01   0.51084274E-02   0.16731835E-02   0.43356396E-02   0.18862181E-01   0.22579197E-02   0.50888666E-04   0.21365325E-01   0.11613500E-03
   0.19340381E+01   0.39793790E+03   0.52264792E-01   0.18792364E+00   0.10560040E+01   0.13869458E-03   0.77858600E+00   0.77117638E+00   0.19625431E+00   0.23499749E+01   0.23416619E+01   0.53117951E-02   0.16237227E-02   0.43014648E-02   0.19162239E-01   0.22430727E-02   0.50721766E-04   0.22031689E-01   0.11459970E-03
   0.19357456E+01   0.39901004E+03   0.52202632E-01   0.18770014E+00   0.10585203E+01   0.13848661E-03   0.77400331E+00   0.76635284E+00   0.19630272E+00   0.23453170E+01   0.23366714E+01   0.55253410E-02   0.15737224E-02   0.42655743E-02   0.19462193E-01   0.22271351E-02   0.50539984E-04   0.22719033E-01   0.11298978E-03
   0.19374304E+01   0.40013051E+03   0.52138000E-01   0.18746775E+00   0.10611463E+01   0.13827000E-03   0.76926951E+00   0.76137236E+00   0.19635232E+00   0.23404680E+01   0.23314779E+01   0.57493523E-02   0.15232574E-02   0.42279050E-02   0.19761059E-01   0.22100581E-02   0.50346156E-04   0.23427500E-01   0.11134411E-03
   0.19390928E+01   0.40130116E+03   0.52070930E-01   0.18722659E+00   0.10638817E+01   0.13804423E-03   0.76437681E+00   0.75622714E+00   0.19640178E+00   0.23354162E+01   0.23260691E+01   0.59846139E-02   0.14724041E-02   0.41884047E-02   0.20057820E-01   0.21917842E-02   0.50139136E-04   0.24157208E-01   0.10963302E-03
   0.19407329E+01   0.40252665E+03   0.52001116E-01   0.18697556E+00   0.10667403E+01   0.13780872E-03   0.75931700E+00   0.75090939E+00   0.19645231E+00   0.23301491E+01   0.23204328E+01   0.62314088E-02   0.14212452E-02   0.41470175E-02   0.20351305E-01   0.21722588E-02   0.49921996E-04   0.24908079E-01   0.10790134E-03
   0.19423511E+01   0.40380934E+03   0.51928579E-01   0.18671475E+00   0.10697225E+01   0.13756287E-03   0.75408143E+00   0.74541052E+00   0.19650251E+00   0.23246536E+01   0.23145551E+01   0.64905959E-02   0.13698626E-02   0.41037016E-02   0.20640336E-01   0.21514194E-02   0.49693520E-04   0.25680023E-01   0.10611740E-03
   0.19439477E+01   0.40515452E+03   0.51852987E-01   0.18644295E+00   0.10728437E+01   0.13730601E-03   0.74866101E+00   0.73972199E+00   0.19655365E+00   0.23189151E+01   0.23084220E+01   0.67624612E-02   0.13183440E-02   0.40584112E-02   0.20923588E-01   0.21292103E-02   0.49456926E-04   0.26472751E-01   0.10433238E-03
   0.19455227E+01   0.40656518E+03   0.51774341E-01   0.18616017E+00   0.10761055E+01   0.13703744E-03   0.74304623E+00   0.73383438E+00   0.19660428E+00   0.23129185E+01   0.23020178E+01   0.70479708E-02   0.12667740E-02   0.40111128E-02   0.21199742E-01   0.21055685E-02   0.49210920E-04   0.27285964E-01   0.10251101E-03
   0.19470766E+01   0.40804737E+03   0.51692281E-01   0.18586511E+00   0.10795248E+01   0.13675642E-03   0.73722714E+00   0.72773841E+00   0.19665570E+00   0.23066474E+01   0.22953264E+01   0.73474282E-02   0.12152437E-02   0.39617670E-02   0.21467308E-01   0.20804401E-02   0.48958905E-04   0.28119119E-01   0.10070995E-03
   0.19486096E+01   0.40960478E+03   0.51606785E-01   0.18555771E+00   0.10831046E+01   0.13646214E-03   0.73119336E+00   0.72142387E+00   0.19670641E+00   0.23000843E+01   0.22883301E+01   0.76619126E-02   0.11638379E-02   0.39103441E-02   0.21724792E-01   0.20537614E-02   0.48699403E-04   0.28971621E-01   0.98888802E-04
   0.19501219E+01   0.41124439E+03   0.51517461E-01   0.18523653E+00   0.10868638E+01   0.13615374E-03   0.72493411E+00   0.71488079E+00   0.19675777E+00   0.22932106E+01   0.22810106E+01   0.79917401E-02   0.11126501E-02   0.38568074E-02   0.21970509E-01   0.20254816E-02   0.48436041E-04   0.29842574E-01   0.97109606E-04
   0.19516137E+01   0.41297073E+03   0.51424262E-01   0.18490142E+00   0.10908069E+01   0.13583030E-03   0.71843815E+00   0.70809823E+00   0.19680823E+00   0.22860065E+01   0.22733480E+01   0.83381092E-02   0.10617643E-02   0.38011260E-02   0.22202755E-01   0.19955361E-02   0.48167148E-04   0.30730961E-01   0.95325503E-04
   0.19530853E+01   0.41479182E+03   0.51326761E-01   0.18455085E+00   0.10949551E+01   0.13549085E-03   0.71169388E+00   0.70106554E+00   0.19685918E+00   0.22784509E+01   0.22653218E+01   0.87013286E-02   0.10112748E-02   0.37432606E-02   0.22419616E-01   0.19638767E-02   0.47896577E-04   0.31635374E-01   0.93603843E-04
   0.19545370E+01   0.41671324E+03   0.51224883E-01   0.18418453E+00   0.10993148E+01   0.13513434E-03   0.70468924E+00   0.69377112E+00   0.19690904E+00   0.22705213E+01   0.22569095E+01   0.90827176E-02   0.96126462E-03   0.36831766E-02   0.22619159E-01   0.19304398E-02   0.47622414E-04   0.32554222E-01   0.91890044E-04
   0.19559690E+01   0.41874424E+03   0.51118162E-01   0.18380081E+00   0.11039097E+01   0.13475967E-03   0.69741177E+00   0.68620371E+00   0.19695924E+00   0.22621940E+01   0.22480882E+01   0.94825670E-02   0.91182884E-03   0.36208328E-02   0.22799230E-01   0.18951827E-02   0.47348823E-04   0.33485436E-01   0.90257181E-04
   0.19573816E+01   0.42089164E+03   0.51006491E-01   0.18339928E+00   0.11087487E+01   0.13436565E-03   0.68984860E+00   0.67835104E+00   0.19700816E+00   0.22534437E+01   0.22388327E+01   0.99023261E-02   0.86304828E-03   0.35561947E-02   0.22957665E-01   0.18580456E-02   0.47073609E-04   0.34426707E-01   0.88641823E-04
   0.19587748E+01   0.42316620E+03   0.50889360E-01   0.18297813E+00   0.11138585E+01   0.13395103E-03   0.68198645E+00   0.67020131E+00   0.19705727E+00   0.22442434E+01   0.22291176E+01   0.10342268E-01   0.81501811E-03   0.34892267E-02   0.23092076E-01   0.18189940E-02   0.46801316E-04   0.35375167E-01   0.87123088E-04
   0.19601491E+01   0.42557626E+03   0.50766626E-01   0.18253682E+00   0.11192508E+01   0.13351446E-03   0.67381162E+00   0.66174160E+00   0.19710491E+00   0.22345648E+01   0.22189146E+01   0.10803984E-01   0.76781657E-03   0.34199037E-02   0.23200067E-01   0.17779740E-02   0.46529452E-04   0.36327633E-01   0.85628266E-04
   0.19615047E+01   0.42813438E+03   0.50637731E-01   0.18207337E+00   0.11249560E+01   0.13305453E-03   0.66530997E+00   0.65295961E+00   0.19715259E+00   0.22243776E+01   0.22081954E+01   0.11287710E-01   0.72153836E-03   0.33482048E-02   0.23279027E-01   0.17349614E-02   0.46262972E-04   0.37280251E-01   0.84243623E-04
   0.19628416E+01   0.43085082E+03   0.50502488E-01   0.18158708E+00   0.11309892E+01   0.13256971E-03   0.65646697E+00   0.64384181E+00   0.19719861E+00   0.22136498E+01   0.21969285E+01   0.11795158E-01   0.67625763E-03   0.32741227E-02   0.23326352E-01   0.16899107E-02   0.45998966E-04   0.38228735E-01   0.82887071E-04
   0.19641603E+01   0.43374033E+03   0.50360285E-01   0.18107578E+00   0.11373854E+01   0.13205840E-03   0.64726762E+00   0.63437538E+00   0.19724451E+00   0.22023474E+01   0.21850825E+01   0.12326477E-01   0.63206666E-03   0.31976600E-02   0.23339259E-01   0.16428117E-02   0.45742863E-04   0.39168017E-01   0.81653211E-04
   0.19654609E+01   0.43681555E+03   0.50210884E-01   0.18053859E+00   0.11441640E+01   0.13151887E-03   0.63769653E+00   0.62454625E+00   0.19728859E+00   0.21904345E+01   0.21726223E+01   0.12883466E-01   0.58903365E-03   0.31188358E-02   0.23315010E-01   0.15936332E-02   0.45491227E-04   0.40092505E-01   0.80450346E-04
   0.19667437E+01   0.44009400E+03   0.50053614E-01   0.17997311E+00   0.11513653E+01   0.13094928E-03   0.62773788E+00   0.61434114E+00   0.19733241E+00   0.21778727E+01   0.21595130E+01   0.13466144E-01   0.54724641E-03   0.30376851E-02   0.23250746E-01   0.15423866E-02   0.45250076E-04   0.40995737E-01   0.79381860E-04
   0.19680088E+01   0.44359132E+03   0.49888172E-01   0.17937825E+00   0.11590144E+01   0.13034770E-03   0.61737551E+00   0.60374552E+00   0.19737423E+00   0.21646218E+01   0.21457156E+01   0.14076361E-01   0.50676447E-03   0.29542608E-02   0.23143708E-01   0.14890644E-02   0.45015331E-04   0.41870633E-01   0.78345539E-04
   0.19692564E+01   0.44732848E+03   0.49713823E-01   0.17875136E+00   0.11671581E+01   0.12971205E-03   0.60659291E+00   0.59274584E+00   0.19741566E+00   0.21506387E+01   0.21311914E+01   0.14713941E-01   0.46766827E-03   0.28686352E-02   0.22991084E-01   0.14337101E-02   0.44793635E-04   0.42709165E-01   0.77453382E-04
   0.19704869E+01   0.45132494E+03   0.49530190E-01   0.17809108E+00   0.11758286E+01   0.12904010E-03   0.59537336E+00   0.58132730E+00   0.19745496E+00   0.21358782E+01   0.21158972E+01   0.15380719E-01   0.43000630E-03   0.27808973E-02   0.22790228E-01   0.13763515E-02   0.44580142E-04   0.43502588E-01   0.76591426E-04
   0.19717004E+01   0.45560605E+03   0.49336462E-01   0.17739452E+00   0.11850809E+01   0.12832951E-03   0.58369991E+00   0.56947632E+00   0.19749375E+00   0.21202923E+01   0.20997901E+01   0.16076238E-01   0.39384925E-03   0.26911561E-02   0.22538535E-01   0.13170765E-02   0.44382261E-04   0.44241157E-01   0.75879631E-04
   0.19728972E+01   0.46019613E+03   0.49132180E-01   0.17666000E+00   0.11949561E+01   0.12757777E-03   0.57155557E+00   0.55717817E+00   0.19753029E+00   0.21038304E+01   0.20828227E+01   0.16802213E-01   0.35923253E-03   0.25995332E-02   0.22233631E-01   0.12559611E-02   0.44194235E-04   0.44914324E-01   0.75190641E-04
   0.19740774E+01   0.46512610E+03   0.48916447E-01   0.17588431E+00   0.12055194E+01   0.12678223E-03   0.55892336E+00   0.54441962E+00   0.19756621E+00   0.20864390E+01   0.20649475E+01   0.17557765E-01   0.32621542E-03   0.25061674E-02   0.21873297E-01   0.11931493E-02   0.44024362E-04   0.45510520E-01   0.74651808E-04
   0.19752412E+01   0.47042658E+03   0.48688708E-01   0.17506545E+00   0.12168233E+01   0.12594006E-03   0.54578647E+00   0.53118643E+00   0.19759981E+00   0.20680620E+01   0.20461127E+01   0.18344314E-01   0.29481938E-03   0.24112030E-02   0.21455616E-01   0.11287776E-02   0.43865772E-04   0.46017305E-01   0.74120550E-04
   0.19763889E+01   0.47613566E+03   0.48447973E-01   0.17419986E+00   0.12289460E+01   0.12504827E-03   0.53212835E+00   0.51746622E+00   0.19763271E+00   0.20486402E+01   0.20262666E+01   0.19160322E-01   0.26509122E-03   0.23147950E-02   0.20978958E-01   0.10630571E-02   0.43727819E-04   0.46421258E-01   0.73731339E-04
   0.19775206E+01   0.48229216E+03   0.48193577E-01   0.17328515E+00   0.12419545E+01   0.12410368E-03   0.51793288E+00   0.50324571E+00   0.19766323E+00   0.20281118E+01   0.20053526E+01   0.20006619E-01   0.23703814E-03   0.22170962E-02   0.20442075E-01   0.99619372E-03   0.43602298E-04   0.46708058E-01   0.73324404E-04
   0.19786367E+01   0.48894358E+03   0.47924426E-01   0.17231739E+00   0.12559437E+01   0.12310292E-03   0.50318453E+00   0.48851389E+00   0.19769299E+00   0.20064118E+01   0.19833147E+01   0.20880627E-01   0.21069372E-03   0.21182635E-02   0.19844163E-01   0.92847293E-03   0.43499821E-04   0.46862549E-01   0.73041659E-04
   0.19797371E+01   0.49613959E+03   0.47639727E-01   0.17129373E+00   0.12709998E+01   0.12204243E-03   0.48786846E+00   0.47325897E+00   0.19772035E+00   0.19834723E+01   0.19600919E+01   0.21782117E-01   0.18605093E-03   0.20184455E-02   0.19184895E-01   0.86017575E-03   0.43410579E-04   0.46868746E-01   0.72704201E-04
   0.19808223E+01   0.50394026E+03   0.47338270E-01   0.17020980E+00   0.12872392E+01   0.12091845E-03   0.47197069E+00   0.45747179E+00   0.19774690E+00   0.19592223E+01   0.19356239E+01   0.22706862E-01   0.16312930E-03   0.19177890E-02   0.18464569E-01   0.79166428E-03   0.43346685E-04   0.46710135E-01   0.72462511E-04
   0.19818923E+01   0.51240994E+03   0.47019113E-01   0.16906224E+00   0.13047736E+01   0.11972698E-03   0.45547824E+00   0.44114252E+00   0.19777108E+00   0.19335881E+01   0.19098452E+01   0.23652824E-01   0.14190762E-03   0.18164283E-02   0.17684069E-01   0.72329417E-03   0.43296374E-04   0.46369597E-01   0.72116381E-04
   0.19829474E+01   0.52162586E+03   0.46680904E-01   0.16784617E+00   0.13237485E+01   0.11846379E-03   0.43837923E+00   0.42426423E+00   0.19779441E+00   0.19064925E+01   0.18826911E+01   0.24613144E-01   0.12239055E-03   0.17144899E-02   0.16845108E-01   0.65550010E-03   0.43273595E-04   0.45830020E-01   0.71826834E-04
   0.19839878E+01   0.53167272E+03   0.46322527E-01   0.16655759E+00   0.13443103E+01   0.11712441E-03   0.42066301E+00   0.40682932E+00   0.19781541E+00   0.18778553E+01   0.18540914E+01   0.25582765E-01   0.10454285E-03   0.16120859E-02   0.15950097E-01   0.58870403E-03   0.43264170E-04   0.45074137E-01   0.71370103E-04
   0.19850135E+01   0.54265182E+03   0.45942453E-01   0.16519099E+00   0.13666448E+01   0.11570405E-03   0.40232023E+00   0.38883327E+00   0.19783556E+00   0.18475929E+01   0.18239765E+01   0.26550597E-01   0.88353441E-04   0.15093139E-02   0.15002490E-01   0.52340018E-03   0.43284321E-04   0.44085532E-01   0.70920318E-04
   0.19860249E+01   0.55467689E+03   0.45539340E-01   0.16374156E+00   0.13909469E+01   0.11419766E-03   0.38334286E+00   0.37027067E+00   0.19785346E+00   0.18156182E+01   0.17922709E+01   0.27506564E-01   0.73773197E-04   0.14062579E-02   0.14006547E-01   0.46005790E-03   0.43316839E-04   0.42848396E-01   0.70227956E-04
   0.19870222E+01   0.56788417E+03   0.45111433E-01   0.16220297E+00   0.14174598E+01   0.11259980E-03   0.36372418E+00   0.35113916E+00   0.19787050E+00   0.17818401E+01   0.17588988E+01   0.28432678E-01   0.60774290E-04   0.13029833E-02   0.12967786E-01   0.39920617E-03   0.43380808E-04   0.41349004E-01   0.69482916E-04
   0.19880054E+01   0.58243021E+03   0.44657087E-01   0.16056932E+00   0.14464494E+01   0.11090464E-03   0.34345871E+00   0.33143495E+00   0.19788541E+00   0.17461628E+01   0.17237770E+01   0.29310467E-01   0.49293731E-04   0.11995478E-02   0.11892627E-01   0.34132988E-03   0.43455152E-04   0.39575418E-01   0.68408351E-04
   0.19889748E+01   0.59850393E+03   0.44174221E-01   0.15883313E+00   0.14782443E+01   0.10910587E-03   0.32254197E+00   0.31115685E+00   0.19789947E+00   0.17084855E+01   0.16868209E+01   0.30110507E-01   0.39285797E-04   0.10959939E-02   0.10788947E-01   0.28695365E-03   0.43562597E-04   0.37519522E-01   0.67211320E-04
   0.19899306E+01   0.61632796E+03   0.43660755E-01   0.15698690E+00   0.15132181E+01   0.10719657E-03   0.30097017E+00   0.29030112E+00   0.19791153E+00   0.16687006E+01   0.16479351E+01   0.30800125E-01   0.30673077E-04   0.99237449E-03   0.96656002E-02   0.23653058E-03   0.43677038E-04   0.35176747E-01   0.65587194E-04
   0.19908730E+01   0.63617457E+03   0.43114108E-01   0.15502138E+00   0.15518338E+01   0.10516914E-03   0.27873970E+00   0.26886544E+00   0.19792277E+00   0.16266923E+01   0.16070193E+01   0.31330682E-01   0.23390342E-04   0.88875053E-03   0.85330531E-02   0.19052492E-03   0.43825888E-04   0.32548773E-01   0.63757975E-04
   0.19918020E+01   0.65837377E+03   0.42531523E-01   0.15292663E+00   0.15946381E+01   0.10301502E-03   0.25584629E+00   0.24684286E+00   0.19793217E+00   0.15823341E+01   0.15639569E+01   0.31645298E-01   0.17344384E-04   0.78523691E-03   0.74028046E-02   0.14929293E-03   0.43976392E-04   0.29643474E-01   0.61392182E-04
   0.19927180E+01   0.68333779E+03   0.41909588E-01   0.15069040E+00   0.16423179E+01   0.10072451E-03   0.23228398E+00   0.22422518E+00   0.19794079E+00   0.15354850E+01   0.15186183E+01   0.31663029E-01   0.12448421E-04   0.68202116E-03   0.62880410E-02   0.11316407E-03   0.44162032E-04   0.26478513E-01   0.58716926E-04
   0.19936210E+01   0.71158339E+03   0.41244405E-01   0.14829866E+00   0.16957192E+01   0.98286341E-04   0.20804334E+00   0.20099561E+00   0.19794776E+00   0.14859849E+01   0.14708460E+01   0.31286379E-01   0.85913798E-05   0.57944094E-03   0.52030094E-02   0.82315544E-04   0.44341216E-04   0.23081993E-01   0.55375179E-04
   0.19945113E+01   0.74377635E+03   0.40531066E-01   0.14573377E+00   0.17559331E+01   0.95687151E-04   0.18310924E+00   0.17713061E+00   0.19795400E+00   0.14336468E+01   0.14204530E+01   0.30382423E-01   0.56629771E-05   0.47805319E-03   0.41636698E-02   0.56851931E-04   0.44555225E-04   0.19497558E-01   0.51574421E-04
   0.19953890E+01   0.78078760E+03   0.39763558E-01   0.14297412E+00   0.18243725E+01   0.92910728E-04   0.15745736E+00   0.15258992E+00   0.19795882E+00   0.13782464E+01   0.13671994E+01   0.28792279E-01   0.35324519E-05   0.37877087E-03   0.31871752E-02   0.36678327E-04   0.44750736E-04   0.15787113E-01   0.46927606E-04
   0.19962542E+01   0.82379126E+03   0.38934021E-01   0.13999143E+00   0.19029418E+01   0.89936830E-04   0.13104924E+00   0.12731434E+00   0.19796301E+00   0.13195060E+01   0.13107779E+01   0.26317960E-01   0.20661607E-05   0.28304499E-03   0.22926694E-02   0.21579079E-04   0.44978889E-04   0.12039468E-01   0.41568041E-04
   0.19971072E+01   0.87441564E+03   0.38032051E-01   0.13674830E+00   0.19942726E+01   0.86739387E-04   0.10382469E+00   0.10120918E+00   0.19796603E+00   0.12570703E+01   0.12507678E+01   0.22758600E-01   0.11167147E-05   0.19314841E-03   0.15014200E-02   0.11098282E-04   0.45170938E-04   0.83796051E-02   0.35052749E-04
   0.19979481E+01   0.93501333E+03   0.37043079E-01   0.13319234E+00   0.21021798E+01   0.83283532E-04   0.75689677E-01   0.74128905E-01   0.19796855E+00   0.11904655E+01   0.11865796E+01   0.17984927E-01   0.53966401E-06   0.11265389E-03   0.83867148E-03   0.46225583E-05   0.45390062E-04   0.49893581E-02   0.27342461E-04
